DATE	TIME	WS	PK	RF	SR	BP	AT	RH	WD
ene-13	4:40	2.13	4.00	0.00	0.00	562.08	10.99	71.39	192.01
ene-13	4:50	1.67	3.38	0.00	0.00	562.08	10.82	74.43	208.15
ene-13	5:00	1.16	2.12	0.00	0.00	562.17	10.63	74.94	237.44
ene-13	5:10	1.27	2.25	0.00	0.00	562.32	10.48	74.26	269.81
ene-13	5:20	0.64	1.12	0.00	0.00	562.46	10.24	74.94	264.52
ene-13	5:30	0.32	0.81	0.00	0.00	562.5	9.99	75.91	260.86
ene-13	5:40	0.43	1.25	0.00	0.00	562.5	9.96	76.13	260.92
ene-13	5:50	0.47	1.31	0.00	0.00	562.59	10.08	75.33	265.31
ene-13	6:00	0.64	1.44	0.00	0.00	562.64	10.06	75.29	274.33
ene-13	6:10	0.34	1.25	0.00	0.00	562.74	9.84	75.91	278.99
ene-13	6:20	0.95	1.56	0.00	0.38	562.78	9.74	76.69	320.40
ene-13	6:30	0.59	1.81	0.00	3.25	562.74	9.89	75.71	270.95
ene-13	6:40	1.30	2.00	0.00	5.94	562.83	10.33	71.42	282.64
ene-13	6:50	1.44	2.81	0.00	7.25	562.97	10.94	65.54	162.55
ene-13	7:00	1.70	2.69	0.00	27.44	563.07	10.71	71.05	185.26
ene-13	7:10	1.65	3.00	0.00	117.00	563.11	11.00	70.08	200.79
ene-13	7:20	1.25	2.12	0.00	149.06	562.97	11.75	66.53	199.69
ene-13	7:30	0.91	2.25	0.00	177.25	562.83	12.47	63.54	225.14
ene-13	7:40	0.64	1.44	0.00	208.25	562.83	13.42	58.94	268.65
ene-13	7:50	1.12	2.81	0.00	240.19	562.74	14.32	54.06	294.95
ene-13	8:00	1.76	3.12	0.00	272.94	562.69	13.98	53.19	276.49
ene-13	8:10	1.50	2.56	0.00	298.19	562.64	14.19	51.92	288.31
ene-13	8:20	1.44	2.69	0.00	326.69	562.59	14.63	50.46	281.95
ene-13	8:30	1.42	2.81	0.00	361.56	562.5	15.06	48.83	282.79
ene-13	8:40	1.22	2.38	0.00	401.94	562.36	15.31	47.86	276.44
ene-13	8:50	1.49	3.12	0.00	427.94	562.22	16.08	45.65	298.30
ene-13	9:00	1.67	2.81	0.00	442.12	562.08	16.05	45.58	245.89
ene-13	9:10	1.20	2.81	0.00	468.88	561.89	16.57	44.08	278.35
ene-13	9:20	1.19	2.38	0.00	511.50	561.71	17.18	42.39	295.26
ene-13	9:30	2.59	4.69	0.00	552.31	561.47	18.05	40.22	188.38
ene-13	9:40	2.08	4.94	0.00	571.38	561.42	18.53	38.57	149.77
ene-13	9:50	3.05	6.12	0.00	598.44	561.28	18.70	37.73	162.61
ene-13	10:00	2.53	4.81	0.00	621.94	561.09	18.56	37.15	182.09
ene-13	10:10	3.88	7.69	0.00	640.88	560.86	18.78	35.82	197.99
ene-13	10:20	2.07	5.69	0.00	663.31	560.76	19.12	35.35	261.86
ene-13	10:30	2.16	4.69	0.00	678.81	560.58	19.91	34.07	168.40
ene-13	10:40	1.53	3.56	0.00	691.62	560.39	20.53	33.13	77.12
ene-13	10:50	2.19	6.06	0.00	714.62	560.25	21.47	31.57	152.04
ene-13	11:00	2.56	5.50	0.00	762.00	560.16	20.87	32.08	166.95
ene-13	11:10	3.64	6.50	0.00	526.06	560.16	20.24	32.41	177.21
ene-13	11:20	2.68	5.56	0.00	744.31	560.25	20.58	32.00	187.45
ene-13	11:30	3.89	7.12	0.00	797.06	560.21	21.01	31.69	145.60
ene-13	11:40	3.41	5.81	0.00	789.81	560.25	21.51	28.86	175.15
ene-13	11:50	1.67	3.69	0.00	806.75	560.21	21.50	28.95	205.54
ene-13	12:00	1.75	3.38	0.00	404.06	560.07	21.80	28.26	188.24
ene-13	12:10	1.38	2.88	0.00	527.00	560.16	21.45	28.39	28.39
ene-13	12:20	2.38	4.00	0.00	305.31	560.16	21.10	32.69	50.64
ene-13	12:30	1.36	3.25	0.00	419.88	560.16	20.70	33.75	69.81
ene-13	12:40	1.61	3.81	0.00	400.38	560.11	21.41	33.50	92.22
ene-13	12:50	2.18	4.94	0.00	217.38	559.92	21.00	36.04	62.03
ene-13	13:00	2.09	5.00	0.00	180.62	559.83	20.56	36.39	71.78
ene-13	13:10	2.01	4.94	0.00	146.62	559.92	20.52	35.98	41.15
ene-13	13:20	1.81	3.81	0.00	130.38	559.92	20.44	37.12	68.21
ene-13	13:30	2.32	6.38	0.00	118.00	559.88	20.03	37.97	68.50
ene-13	13:40	1.46	3.56	0.00	116.81	559.92	20.08	38.17	96.82
ene-13	13:50	1.95	4.50	0.00	104.88	559.92	20.08	42.85	293.60
ene-13	14:00	2.41	5.50	0.00	145.56	559.74	19.23	50.63	277.04
ene-13	14:10	2.79	4.81	0.00	122.75	559.69	19.33	50.02	288.90
ene-13	14:20	2.70	4.69	0.00	106.06	559.59	19.32	51.01	280.59
ene-13	14:30	3.53	5.56	0.00	132.62	559.46	18.90	53.43	273.91
ene-13	14:40	3.41	6.69	0.00	166.75	559.41	18.81	54.66	279.69
ene-13	14:50	3.43	6.06	0.00	309.88	559.36	18.86	55.54	280.06
ene-13	15:00	3.36	5.38	0.00	377.25	559.32	19.21	54.22	272.95
ene-13	15:10	3.18	5.69	0.00	444.88	559.22	19.38	53.82	273.09
ene-13	15:20	3.21	5.81	0.00	404.00	559.17	19.75	52.34	261.00
ene-13	15:30	3.05	6.62	0.00	162.62	559.17	19.22	54.21	264.62
ene-13	15:40	3.39	5.56	0.00	322.00	559.17	18.67	56.50	256.38
ene-13	15:50	3.46	5.69	0.00	382.38	559.13	19.41	54.30	259.23
ene-13	16:00	3.02	5.00	0.00	350.12	559.13	19.40	54.58	265.23
ene-13	16:10	3.40	6.69	0.00	316.44	559.08	19.58	54.55	261.55
ene-13	16:20	3.50	6.06	0.00	278.25	559.08	19.28	55.84	270.05
ene-13	16:30	3.39	5.50	0.00	196.31	559.13	19.14	56.56	269.83
ene-13	16:40	3.28	5.56	0.00	145.06	559.22	18.54	58.61	257.10
ene-13	16:50	3.03	6.25	0.00	156.25	559.32	18.82	57.28	253.81
ene-13	17:00	4.04	6.50	0.00	116.62	559.36	18.18	59.35	272.99
ene-13	17:10	3.42	6.12	0.00	149.88	559.41	17.99	60.53	273.09
ene-13	17:20	2.70	4.81	0.00	129.94	559.5	18.03	60.90	273.40
ene-13	17:30	2.74	5.69	0.00	95.06	559.59	18.04	60.90	253.07
ene-13	17:40	2.47	4.12	0.00	59.06	559.55	17.77	61.78	276.06
ene-13	17:50	1.48	3.12	0.00	29.19	559.55	17.50	63.41	265.40
ene-13	18:00	2.11	3.81	0.00	0.00	559.64	17.24	64.73	298.04
ene-13	18:10	1.91	3.81	0.00	0.00	559.69	16.93	66.07	292.12
ene-13	18:20	1.50	2.56	0.00	0.00	559.78	16.64	67.50	308.36
ene-13	18:30	1.65	2.69	0.00	0.00	559.88	16.52	67.44	312.39
ene-13	18:40	1.08	2.25	0.00	0.00	560.07	16.54	68.58	298.52
ene-13	18:50	0.65	1.44	0.00	0.00	560.25	16.53	69.17	295.35
ene-13	19:00	0.54	1.88	0.00	0.00	560.44	16.42	69.74	222.86
ene-13	19:10	1.23	2.00	0.00	0.00	560.53	16.40	62.77	101.60
ene-13	19:20	1.26	3.38	0.00	0.00	560.67	16.57	52.04	127.96
ene-13	19:30	1.33	3.00	0.00	0.00	560.76	16.44	52.16	73.21
ene-13	19:40	1.04	2.38	0.00	0.00	560.86	16.36	51.82	67.54
ene-13	19:50	0.72	1.56	0.00	0.00	560.91	16.46	52.02	66.18
ene-13	20:00	0.79	2.00	0.00	0.00	561.05	16.40	52.57	57.05
ene-13	20:10	0.92	2.00	0.00	0.00	561.14	16.43	52.46	120.26
ene-13	20:20	0.96	2.00	0.00	0.00	561.24	16.37	53.37	129.64
ene-13	20:30	0.46	1.31	0.00	0.00	561.28	16.22	54.32	143.10
ene-13	20:40	1.24	2.56	0.00	0.00	561.38	16.07	55.13	117.24
ene-13	20:50	1.17	2.56	0.00	0.00	561.51	15.96	55.72	90.93
ene-13	21:00	1.06	2.69	0.00	0.00	561.57	15.85	56.32	97.86
ene-13	21:10	0.94	2.81	0.00	0.00	561.66	15.77	56.54	138.31
ene-13	21:20	0.63	1.69	0.00	0.00	561.71	15.79	56.41	143.25
ene-13	21:30	1.51	3.44	0.00	0.00	561.66	15.74	56.27	155.36
ene-13	21:40	1.79	3.44	0.00	0.00	561.61	15.63	56.44	142.44
ene-13	21:50	1.30	2.38	0.00	0.00	561.66	15.64	56.41	125.47
ene-13	22:00	0.63	1.56	0.00	0.00	561.71	15.60	56.56	63.47
ene-13	22:10	0.63	1.12	0.00	0.00	561.8	15.52	56.78	164.61
ene-13	22:20	0.53	1.12	0.00	0.00	561.89	15.44	57.33	208.00
ene-13	22:30	1.08	1.88	0.00	0.00	561.94	15.34	57.67	222.84
ene-13	22:40	0.61	1.25	0.00	0.00	561.99	15.28	57.51	247.79
ene-13	22:50	0.42	0.88	0.00	0.00	561.99	15.14	57.92	244.18
ene-13	23:00	0.73	1.44	0.00	0.00	562.03	15.12	58.83	274.74
ene-13	23:10	0.99	1.56	0.00	0.00	562.13	15.03	59.46	312.65
ene-13	23:20	0.94	1.56	0.00	0.00	562.03	15.05	60.05	319.10
ene-13	23:30	0.49	1.00	0.00	0.00	561.94	15.15	59.18	319.56
ene-13	23:40	0.53	1.25	0.00	0.00	561.89	15.07	57.62	22.92
ene-13	23:50	0.29	1.00	0.00	0.00	561.94	14.94	60.62	12.57
ene-14	0:00	0.87	1.69	0.00	0.00	561.94	14.83	61.28	309.84
ene-14	0:10	0.84	1.56	0.00	0.00	561.94	14.73	60.75	240.61
ene-14	0:20	0.79	1.88	0.00	0.00	561.99	14.56	61.18	273.04
ene-14	0:30	1.01	1.81	0.00	0.00	562.03	14.45	61.49	236.00
ene-14	0:40	0.82	1.69	0.00	0.00	561.89	14.29	62.24	185.90
ene-14	0:50	0.26	0.88	0.00	0.00	561.8	14.07	63.26	183.54
ene-14	1:00	0.38	1.12	0.00	0.00	561.75	13.76	64.34	158.80
ene-14	1:10	0.61	1.31	0.00	0.00	561.71	13.68	65.11	303.55
ene-14	1:20	0.75	1.44	0.00	0.00	561.71	13.83	63.96	290.14
ene-14	1:30	0.69	1.12	0.00	0.00	561.61	13.92	62.77	241.64
ene-14	1:40	0.73	1.12	0.00	0.00	561.47	13.93	62.83	187.45
ene-14	1:50	0.41	1.25	0.00	0.00	561.47	13.79	63.00	107.80
ene-14	2:00	0.27	1.00	0.00	0.00	561.42	13.79	63.05	102.04
ene-14	2:10	0.68	1.44	0.00	0.00	561.38	13.90	63.70	140.86
ene-14	2:20	0.85	1.88	0.00	0.00	561.24	13.93	62.78	179.48
ene-14	2:30	0.47	0.88	0.00	0.00	561.19	13.88	62.92	164.00
ene-14	2:40	0.23	0.88	0.00	0.00	561.09	13.88	63.59	163.99
ene-14	2:50	0.69	1.31	0.00	0.00	561.05	14.01	63.88	208.56
ene-14	3:00	0.66	1.00	0.00	0.00	561	14.06	62.94	319.01
ene-14	3:10	1.12	1.56	0.00	0.00	560.96	13.96	63.22	333.34
ene-14	3:20	0.55	1.12	0.00	0.00	560.91	13.98	63.21	321.44
ene-14	3:30	0.55	1.25	0.00	0.00	561	13.96	63.41	321.42
ene-14	3:40	1.08	1.69	0.00	0.00	561.09	13.90	64.85	315.16
ene-14	3:50	0.89	1.44	0.00	0.00	561.09	13.93	66.54	313.66
ene-14	4:00	1.38	2.38	0.00	0.00	561.09	13.87	68.96	333.05
ene-14	4:10	1.31	2.25	0.00	0.00	561.09	13.74	69.70	344.55
ene-14	4:20	0.66	1.56	0.00	0.00	561.05	13.69	69.83	352.40
ene-14	4:30	0.83	1.31	0.00	0.00	561	13.67	68.95	346.77
ene-14	4:40	1.04	1.44	0.00	0.00	561.05	13.68	68.36	334.01
ene-14	4:50	1.14	2.00	0.00	0.00	561.09	13.67	68.12	333.50
ene-14	5:00	1.00	1.69	0.00	0.00	561.09	13.63	69.02	333.56
ene-14	5:10	0.69	1.31	0.00	0.00	561.14	13.62	69.86	307.84
ene-14	5:20	0.71	1.31	0.00	0.00	561.19	13.63	69.66	291.76
ene-14	5:30	0.85	1.81	0.00	0.00	561.24	13.76	68.94	256.08
ene-14	5:40	1.12	1.81	0.00	0.00	561.24	13.84	69.08	285.62
ene-14	5:50	0.57	1.44	0.00	0.00	561.14	13.74	69.67	294.56
ene-14	6:00	0.67	1.31	0.00	0.00	561.19	13.65	70.04	311.05
ene-14	6:10	1.19	1.69	0.00	0.00	561.33	13.53	70.33	321.99
ene-14	6:20	0.94	1.56	0.00	1.31	561.47	13.47	70.41	335.59
ene-14	6:30	1.34	2.38	0.00	8.94	561.57	13.38	72.05	301.42
ene-14	6:40	1.67	2.81	0.00	14.81	561.75	13.12	74.80	270.75
ene-14	6:50	1.17	2.25	0.00	17.50	561.84	13.06	75.62	270.27
ene-14	7:00	0.76	1.44	0.00	24.44	561.94	13.10	75.50	275.54
ene-14	7:10	0.71	1.44	0.00	51.94	561.99	13.32	74.51	260.38
ene-14	7:20	0.98	1.88	0.00	64.44	562.03	13.62	72.35	228.55
ene-14	7:30	0.78	1.81	0.00	55.25	562.08	13.88	70.44	186.35
ene-14	7:40	0.52	1.44	0.00	58.56	562.22	14.19	68.43	259.46
ene-14	7:50	0.95	2.25	0.00	50.50	562.26	14.34	67.29	245.49
ene-14	8:00	2.41	5.81	0.00	82.25	562.32	14.45	64.77	240.61
ene-14	8:10	2.81	6.38	0.00	105.88	562.32	14.67	62.58	166.57
ene-14	8:20	2.59	7.50	0.00	142.12	562.26	15.02	61.08	145.46
ene-14	8:30	3.37	7.62	0.00	141.00	562.32	15.19	59.99	157.86
ene-14	8:40	2.38	4.94	0.00	150.06	562.26	15.48	58.66	139.59
ene-14	8:50	2.30	6.50	0.00	192.31	562.26	15.80	57.48	129.38
ene-14	9:00	2.76	5.81	0.00	208.25	562.36	15.79	57.72	135.85
ene-14	9:10	2.29	5.94	0.00	179.38	562.46	15.73	57.44	118.31
ene-14	9:20	2.50	5.50	0.00	290.38	562.36	15.83	56.32	117.50
ene-14	9:30	2.78	5.69	0.00	339.62	562.13	16.31	54.85	133.79
ene-14	9:40	3.59	6.62	0.00	610.88	561.99	17.08	50.91	148.39
ene-14	9:50	3.04	5.81	0.00	593.56	561.75	17.42	48.24	178.32
ene-14	10:00	2.70	4.69	0.00	644.62	561.57	17.71	46.79	191.90
ene-14	10:10	1.93	3.94	0.00	285.88	561.42	18.21	44.81	244.07
ene-14	10:20	2.70	4.69	0.00	235.06	561.42	17.43	47.27	197.15
ene-14	10:30	2.49	5.38	0.00	771.62	561.47	18.17	45.20	142.96
ene-14	10:40	2.33	6.62	0.00	826.81	561.33	19.59	41.93	111.03
ene-14	10:50	2.42	5.12	0.00	799.62	561.19	20.02	40.67	133.31
ene-14	11:00	2.39	5.38	0.00	790.12	561.05	20.59	38.42	118.07
ene-14	11:10	1.77	3.69	0.00	715.50	560.96	20.84	37.45	113.66
ene-14	11:20	1.73	4.38	0.00	678.44	560.76	20.99	37.58	130.38
ene-14	11:30	1.54	2.69	0.00	604.88	560.63	21.78	35.53	193.41
ene-14	11:40	2.39	5.25	0.00	880.44	560.44	20.93	37.75	153.76
ene-14	11:50	2.06	5.00	0.00	861.12	560.39	21.58	36.65	140.46
ene-14	12:00	2.08	5.25	0.00	634.50	560.21	21.51	37.47	81.90
ene-14	12:10	3.34	6.06	0.00	338.38	560.21	19.98	41.37	56.54
ene-14	12:20	2.60	5.81	0.00	385.25	560.01	19.42	42.18	68.30
ene-14	12:30	2.39	5.00	0.00	213.69	560.07	19.83	42.11	96.39
ene-14	12:40	3.22	6.38	0.00	149.88	560.07	19.23	43.23	122.61
ene-14	12:50	3.55	7.81	0.00	140.62	560.11	18.82	44.49	126.28
ene-14	13:00	3.40	8.38	0.00	225.56	560.11	18.75	44.05	123.78
ene-14	13:10	2.60	6.12	0.00	221.44	560.11	19.15	41.84	123.01
ene-14	13:20	2.22	5.50	0.00	212.88	559.97	19.21	41.66	90.14
ene-14	13:30	2.41	5.12	0.00	216.50	559.88	19.48	40.55	120.14
ene-14	13:40	2.71	6.62	0.00	219.56	559.78	19.90	39.39	125.70
ene-14	13:50	2.91	5.94	0.00	243.12	559.74	19.82	39.03	122.31
ene-14	14:00	2.87	6.06	0.00	225.56	559.74	19.89	40.53	116.89
ene-14	14:10	2.57	5.25	0.00	244.88	559.59	19.74	40.54	129.93
ene-14	14:20	2.77	5.94	0.00	434.81	559.59	19.83	41.32	113.85
ene-14	14:30	2.52	5.56	0.00	527.06	559.5	20.60	39.93	117.81
ene-14	14:40	2.96	5.94	0.00	342.19	559.46	20.71	39.22	136.84
ene-14	14:50	3.75	7.50	0.00	564.88	559.32	20.69	37.78	140.02
ene-14	15:00	3.30	7.38	0.00	473.69	559.26	21.08	36.69	137.59
ene-14	15:10	2.99	5.00	0.00	468.94	559.13	20.88	36.82	161.68
ene-14	15:20	2.33	4.69	0.00	243.62	559.13	21.05	36.38	130.45
ene-14	15:30	1.46	3.38	0.00	166.81	559.13	20.79	37.13	166.62
ene-14	15:40	1.20	3.25	0.00	68.94	559.13	20.74	37.42	298.67
ene-14	15:50	1.87	3.69	0.00	66.31	559.08	20.13	41.60	76.46
ene-14	16:00	2.68	7.12	0.00	84.81	559.13	19.65	45.60	116.64
ene-14	16:10	3.14	6.50	0.00	93.06	559.26	18.84	48.22	112.74
ene-14	16:20	3.01	6.12	0.00	84.69	559.41	18.36	50.13	117.38
ene-14	16:30	2.59	6.25	0.00	97.00	559.5	18.27	49.97	116.90
ene-14	16:40	2.23	5.69	0.00	87.19	559.55	18.28	49.51	98.47
ene-14	16:50	2.04	4.25	0.00	66.69	559.59	18.24	49.99	113.78
ene-14	17:00	2.02	5.94	0.00	108.69	559.69	18.21	49.64	104.88
ene-14	17:10	1.63	3.94	0.00	131.12	559.64	18.81	48.39	124.54
ene-14	17:20	2.50	5.56	0.00	56.25	559.69	18.73	46.84	122.97
ene-14	17:30	2.33	4.81	0.00	38.19	559.78	17.94	48.21	119.50
ene-14	17:40	2.45	5.38	0.00	21.94	559.83	17.49	49.43	126.39
ene-14	17:50	2.49	5.38	0.00	3.12	559.92	16.99	52.53	125.68
ene-14	18:00	2.70	5.50	0.00	0.00	559.97	16.58	54.65	113.91
ene-14	18:10	2.33	5.38	0.00	0.00	560.16	16.31	55.31	123.24
ene-14	18:20	2.22	4.81	0.00	0.00	560.3	16.15	55.29	126.66
ene-14	18:30	2.13	4.56	0.00	0.00	560.3	16.13	55.15	119.56
ene-14	18:40	1.42	3.69	0.00	0.00	560.44	16.29	54.32	132.51
ene-14	18:50	1.66	3.69	0.00	0.00	560.53	16.30	54.09	130.10
ene-14	19:00	1.44	4.00	0.00	0.00	560.67	16.08	54.92	122.59
ene-14	19:10	1.06	3.00	0.00	0.00	560.86	16.10	55.07	93.22
ene-14	19:20	1.50	3.38	0.00	0.00	560.96	16.13	55.24	64.86
ene-14	19:30	1.57	3.00	0.00	0.00	561.05	16.05	55.62	67.26
ene-14	19:40	1.36	4.00	0.00	0.00	561.24	16.06	55.83	66.28
ene-14	19:50	1.15	2.88	0.00	0.00	561.38	16.04	55.78	110.84
ene-14	20:00	1.53	3.94	0.00	0.00	561.51	15.85	56.61	140.60
ene-14	20:10	1.89	4.25	0.00	0.00	561.57	15.73	57.30	114.45
ene-14	20:20	2.35	5.81	0.00	0.00	561.66	15.45	58.33	105.29
ene-14	20:30	2.13	5.69	0.00	0.00	561.66	15.31	58.88	120.70
ene-14	20:40	2.61	5.81	0.00	0.00	561.71	15.25	59.15	122.93
ene-14	20:50	2.73	7.25	0.00	0.00	561.94	15.32	58.83	136.73
ene-14	21:00	2.58	6.25	0.00	0.00	562.03	15.27	59.38	143.32
ene-14	21:10	2.32	5.69	0.00	0.00	562.13	15.14	60.31	139.06
ene-14	21:20	1.67	4.69	0.00	0.00	562.13	15.03	60.85	124.38
ene-14	21:30	1.65	3.69	0.00	0.00	562.08	14.91	61.99	124.00
ene-14	21:40	1.58	3.56	0.00	0.00	562.13	14.77	62.49	122.01
ene-14	21:50	2.42	5.12	0.00	0.00	562.17	14.78	61.78	148.19
ene-14	22:00	1.46	3.44	0.00	0.00	562.22	14.76	61.92	127.06
ene-14	22:10	1.96	4.50	0.00	0.00	562.17	14.82	60.82	143.56
ene-14	22:20	1.50	3.94	0.00	0.00	562.22	14.87	60.12	127.40
ene-14	22:30	3.08	8.38	0.00	0.00	562.22	14.71	61.00	151.05
ene-14	22:40	2.57	7.94	0.00	0.00	562.17	14.65	61.65	135.55
ene-14	22:50	2.34	4.56	0.00	0.00	562.22	14.62	62.11	140.14
ene-14	23:00	2.54	4.94	0.00	0.00	562.32	14.61	62.10	170.74
ene-14	23:10	1.31	2.81	0.00	0.00	562.41	14.68	61.59	175.18
ene-14	23:20	0.69	1.56	0.00	0.00	562.46	14.73	61.23	229.60
ene-14	23:30	1.08	1.81	0.00	0.00	562.46	14.77	61.34	337.52
ene-14	23:40	0.95	2.56	0.00	0.00	562.41	14.85	61.06	27.12
ene-14	23:50	1.73	3.94	0.00	0.00	562.22	14.89	61.27	63.74
ene-15	0:00	0.88	2.69	0.00	0.00	562.13	14.91	61.29	43.09
ene-15	0:10	1.23	2.25	0.00	0.00	562.03	14.97	60.87	252.59
ene-15	0:20	0.58	1.44	0.00	0.00	561.99	14.97	60.82	308.85
ene-15	0:30	0.81	1.81	0.00	0.00	561.99	14.96	60.50	317.35
ene-15	0:40	1.50	5.12	0.00	0.00	561.94	14.97	61.10	119.59
ene-15	0:50	2.17	4.69	0.00	0.00	561.75	14.86	60.96	162.55
ene-15	1:00	1.75	4.25	0.00	0.00	561.66	14.80	61.46	131.10
ene-15	1:10	1.83	3.44	0.00	0.00	561.61	14.68	62.52	148.85
ene-15	1:20	1.67	3.69	0.00	0.00	561.51	14.62	62.28	155.31
ene-15	1:30	1.88	3.44	0.00	0.00	561.33	14.57	61.80	189.30
ene-15	1:40	0.90	2.38	0.00	0.00	561.24	14.53	61.81	231.68
ene-15	1:50	1.02	2.12	0.00	0.00	561.19	14.48	61.85	323.73
ene-15	2:00	1.54	3.44	0.00	0.00	561.28	14.47	61.52	345.01
ene-15	2:10	1.31	2.81	0.00	0.00	561.38	14.53	60.83	8.65
ene-15	2:20	1.38	3.69	0.00	0.00	561.38	14.66	60.06	99.81
ene-15	2:30	1.58	3.56	0.00	0.00	561.38	14.68	61.73	17.40
ene-15	2:40	1.46	3.00	0.00	0.00	561.33	14.39	65.32	345.20
ene-15	2:50	1.32	2.44	0.00	0.00	561.28	14.36	64.29	18.02
ene-15	3:00	1.46	3.38	0.00	0.00	561.33	14.48	61.72	94.40
ene-15	3:10	1.33	3.44	0.00	0.00	561.42	14.57	61.01	110.32
ene-15	3:20	3.18	6.25	0.00	0.00	561.38	14.49	61.43	147.50
ene-15	3:30	2.07	3.69	0.00	0.00	561.33	14.48	61.34	167.29
ene-15	3:40	1.10	2.25	0.00	0.00	561.24	14.47	60.62	137.50
ene-15	3:50	1.02	2.56	0.00	0.00	561.24	14.50	59.85	138.41
ene-15	4:00	1.62	3.00	0.00	0.00	561.09	14.42	61.78	182.05
ene-15	4:10	1.62	3.56	0.00	0.00	561.05	14.46	59.81	174.85
ene-15	4:20	0.60	1.56	0.00	0.00	561.05	14.49	60.19	146.91
ene-15	4:30	1.29	2.81	0.00	0.00	561.19	14.48	59.91	10.56
ene-15	4:40	2.42	4.12	0.00	0.00	561.24	14.40	62.59	320.76
ene-15	4:50	1.93	4.12	0.00	0.00	561.05	14.38	60.93	26.55
ene-15	5:00	1.78	4.25	0.00	0.00	560.91	14.51	60.08	137.70
ene-15	5:10	2.62	8.06	0.00	0.00	560.96	14.43	61.12	127.26
ene-15	5:20	2.95	6.94	0.00	0.00	561.05	14.37	61.84	153.16
ene-15	5:30	2.69	5.81	0.00	0.00	561.19	14.38	61.52	147.10
ene-15	5:40	3.24	7.06	0.00	0.00	561.47	14.41	61.53	154.01
ene-15	5:50	1.80	3.44	0.00	0.00	561.66	14.47	60.63	139.12
ene-15	6:00	2.78	4.94	0.00	0.00	561.61	14.52	60.75	156.65
ene-15	6:10	1.79	4.00	0.00	8.31	561.8	14.35	63.94	186.00
ene-15	6:20	1.36	3.25	0.00	5.81	562.17	14.23	64.78	273.20
ene-15	6:30	1.95	3.00	0.00	19.50	562.32	14.30	63.89	236.62
ene-15	6:40	2.09	3.12	0.00	35.44	562.32	14.35	64.31	197.60
ene-15	6:50	1.66	3.12	0.00	44.44	562.26	14.33	65.26	170.62
ene-15	7:00	1.42	2.44	0.00	52.25	562.36	14.38	64.91	204.75
ene-15	7:10	1.17	1.81	0.00	73.38	562.46	14.56	63.79	218.99
ene-15	7:20	1.69	2.44	0.00	82.06	562.36	14.69	62.89	220.94
ene-15	7:30	1.29	2.25	0.00	82.94	562.46	14.92	61.96	270.67
ene-15	7:40	1.30	2.38	0.00	93.88	562.64	15.19	61.47	315.55
ene-15	7:50	1.36	2.00	0.00	127.94	562.64	15.35	60.72	336.58
ene-15	8:00	1.13	2.56	0.00	155.62	562.64	15.64	59.28	328.49
ene-15	8:10	1.29	2.69	0.00	224.00	562.55	15.91	58.04	303.34
ene-15	8:20	1.71	3.12	0.00	292.00	562.36	15.99	57.89	253.07
ene-15	8:30	2.01	4.12	0.00	195.69	562.17	16.32	57.05	280.54
ene-15	8:40	2.37	3.69	0.00	140.62	562.26	16.00	58.08	273.64
ene-15	8:50	2.75	4.12	0.00	128.44	562.41	15.79	58.20	308.55
ene-15	9:00	2.07	3.56	0.00	120.69	562.59	15.89	56.92	299.55
ene-15	9:10	3.70	6.12	0.00	99.06	562.83	15.49	62.34	257.30
ene-15	9:20	3.24	5.81	0.00	96.25	562.88	14.49	69.03	230.40
ene-15	9:30	2.47	5.00	0.00	116.56	562.97	14.65	68.28	241.99
ene-15	9:40	2.85	4.56	0.00	146.56	562.92	14.81	67.39	207.56
ene-15	9:50	1.66	3.44	0.00	166.50	562.92	14.70	67.08	245.69
ene-15	10:00	1.26	2.44	0.00	252.06	562.83	15.33	63.58	261.69
ene-15	10:10	1.24	2.56	0.00	353.25	562.69	15.86	61.30	235.68
ene-15	10:20	1.10	2.56	0.00	586.31	562.46	17.31	55.64	257.55
ene-15	10:30	1.59	3.25	0.00	492.75	562.08	17.99	53.37	326.91
ene-15	10:40	1.84	3.12	0.00	485.81	561.89	17.47	55.76	299.75
ene-15	10:50	1.25	2.81	0.00	417.12	561.75	17.66	55.02	307.05
ene-15	11:00	1.97	4.00	0.00	365.44	561.66	17.89	53.42	14.74
ene-15	11:10	1.77	4.12	0.00	303.12	561.61	17.87	53.30	333.83
ene-15	11:20	1.56	3.69	0.00	320.38	561.51	17.63	54.17	348.50
ene-15	11:30	1.30	2.69	0.00	534.44	561.33	18.36	51.84	58.56
ene-15	11:40	1.41	2.69	0.00	625.06	561.09	19.67	46.45	341.58
ene-15	11:50	1.81	4.12	0.00	416.25	561	20.36	43.89	171.61
ene-15	12:00	2.05	5.38	0.00	699.94	560.91	20.75	41.27	177.06
ene-15	12:10	3.01	5.00	0.00	476.31	560.72	20.73	38.03	186.05
ene-15	12:20	4.01	8.62	0.00	383.94	560.63	20.43	39.11	161.90
ene-15	12:30	3.97	8.94	0.00	522.69	560.49	20.99	36.97	189.71
ene-15	12:40	5.55	8.38	0.00	503.38	560.3	19.94	43.67	213.41
ene-15	12:50	4.88	8.19	0.00	422.69	560.25	18.77	54.19	255.77
ene-15	13:00	4.20	6.94	0.00	208.69	560.34	18.70	57.09	273.99
ene-15	13:10	3.90	6.12	0.00	324.69	560.39	18.34	57.33	286.70
